State_Code_Origin,County_Code_Origin,State_Code_Dest,County_Code_Dest,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,099,06,065,CA,Riverside County,35,83,"1,062",,
26,099,12,086,FL,Miami Dade County,35,56,"1,498",,
26,099,12,101,FL,Pasco County,35,66,"1,409",,
26,099,13,121,GA,Fulton County,35,60,"1,759",,
26,099,26,157,MI,Tuscola County,35,66,"1,194",,
26,099,26,035,MI,Clare County,34,60,"1,465",,
26,099,13,067,GA,Cobb County,33,71,"1,355",,
26,099,26,051,MI,Gladwin County,33,73,"2,883",,
26,099,04,021,AZ,Pinal County,32,71,"1,555",,
26,099,27,053,MN,Hennepin County,32,41,"1,529",,
26,099,36,081,NY,Queens County,32,48,588,,
26,099,48,029,TX,Bexar County,32,63,"1,515",,
26,099,12,115,FL,Sarasota County,30,59,"1,368",,
26,099,18,097,IN,Marion County,30,57,"1,048",,
26,099,26,073,MI,Isabella County,29,43,819,,
26,099,37,133,NC,Onslow County,29,41,571,,
26,099,48,085,TX,Collin County,29,62,"2,764",,
26,099,37,051,NC,Cumberland County,27,50,820,,
26,099,12,009,FL,Brevard County,26,48,"1,070",,
26,099,29,189,MO,St Louis County,26,63,"1,778",,
26,099,08,031,CO,Denver County,25,31,736,,
26,099,26,045,MI,Eaton County,25,40,"1,133",,
26,099,26,129,MI,Ogemaw County,25,34,973,,
26,099,45,045,SC,Greenville County,25,48,"1,989",,
26,099,15,003,HI,Honolulu County,24,42,814,,
26,099,26,137,MI,Otsego County,24,45,"1,199",,
26,099,53,061,WA,Snohomish County,24,48,"1,227",,
26,099,13,135,GA,Gwinnett County,23,48,966,,
26,099,26,017,MI,Bay County,23,38,907,,
26,099,26,075,MI,Jackson County,23,31,"1,043",,
26,099,26,111,MI,Midland County,23,33,"1,188",,
26,099,39,017,OH,Butler County,23,41,"1,341",,
26,099,47,157,TN,Shelby County,23,61,"1,388",,
26,099,55,079,WI,Milwaukee County,23,43,"1,032",,
26,099,13,089,GA,Dekalb County,22,34,910,,
26,099,47,187,TN,Williamson County,22,44,"1,134",,
26,099,48,027,TX,Bell County,22,44,526,,
26,099,48,157,TX,Fort Bend County,22,53,"1,584",,
26,099,06,085,CA,Santa Clara County,21,35,"1,240",,
26,099,18,089,IN,Lake County,21,42,"1,048",,
26,099,26,025,MI,Calhoun County,21,42,831,,
26,099,26,031,MI,Cheboygan County,21,42,"1,129",,
26,099,40,143,OK,Tulsa County,21,45,696,,
26,099,12,081,FL,Manatee County,20,37,996,,
26,099,12,117,FL,Seminole County,20,31,996,,
26,099,26,135,MI,Oscoda County,20,40,758,,
26,099,39,153,OH,Summit County,20,37,"1,222",,
26,099,48,453,TX,Travis County,20,29,574,,
26,099,24,031,MD,Montgomery County,19,25,593,,
26,099,25,017,MA,Middlesex County,19,30,926,,
26,099,26,037,MI,Clinton County,19,20,620,,
26,099,26,047,MI,Emmet County,19,35,"1,074",,
26,099,26,091,MI,Lenawee County,19,33,356,,
26,099,06,001,CA,Alameda County,18,33,"1,071",,
26,099,12,015,FL,Charlotte County,18,28,714,,
26,099,47,149,TN,Rutherford County,18,44,"1,063",,
26,099,51,013,VA,Arlington County,18,22,870,,
26,099,12,069,FL,Lake County,17,35,803,,
26,099,12,083,FL,Marion County,17,26,844,,
26,099,12,127,FL,Volusia County,17,23,631,,
26,099,18,003,IN,Allen County,17,38,"1,276",,
26,099,26,001,MI,Alcona County,17,24,981,,
26,099,39,063,OH,Hancock County,17,38,850,,
26,099,42,003,PA,Allegheny County,17,25,764,,
26,099,48,121,TX,Denton County,17,37,"1,198",,
26,099,48,491,TX,Williamson County,17,37,"1,034",,
26,099,51,810,VA,Virginia Beach city,17,33,519,,
26,099,08,041,CO,El Paso County,16,33,615,,
26,099,26,007,MI,Alpena County,16,25,807,,
26,099,26,021,MI,Berrien County,16,39,687,,
26,099,26,039,MI,Crawford County,16,39,752,,
26,099,26,119,MI,Montmorency County,16,36,"1,138",,
26,099,36,047,NY,Kings County,16,26,326,,
26,099,39,061,OH,Hamilton County,16,24,553,,
26,099,47,093,TN,Knox County,16,33,790,,
26,099,53,053,WA,Pierce County,16,35,471,,
26,099,01,089,AL,Madison County,15,41,"1,019",,
26,099,06,111,CA,Ventura County,15,29,"1,112",,
26,099,17,201,IL,Winnebago County,15,18,773,,
26,099,21,111,KY,Jefferson County,15,26,516,,
26,099,26,107,MI,Mecosta County,15,22,841,,
26,099,26,141,MI,Presque Isle County,15,33,380,,
26,099,39,113,OH,Montgomery County,15,24,778,,
26,099,01,073,AL,Jefferson County,14,33,929,,
26,099,12,053,FL,Hernando County,14,23,813,,
26,099,22,051,LA,Jefferson Parish,14,19,482,,
26,099,25,025,MA,Suffolk County,14,15,525,,
26,099,26,011,MI,Arenac County,14,25,495,,
26,099,26,103,MI,Marquette County,14,18,700,,
26,099,48,141,TX,El Paso County,14,30,814,,
26,099,06,071,CA,San Bernardino County,13,27,596,,
26,099,08,005,CO,Arapahoe County,13,14,321,,
26,099,09,003,CT,Hartford County,13,21,729,,
26,099,12,019,FL,Clay County,13,42,703,,
26,099,12,097,FL,Osceola County,13,22,223,,
26,099,21,067,KY,Fayette County,13,21,485,,
26,099,26,033,MI,Chippewa County,13,21,493,,
26,099,26,089,MI,Leelanau County,13,27,999,,
26,099,26,121,MI,Muskegon County,13,26,848,,
26,099,29,095,MO,Jackson County,13,18,476,,
26,099,35,001,NM,Bernalillo County,13,20,389,,
26,099,42,101,PA,Philadelphia County,13,16,654,,
26,099,48,215,TX,Hidalgo County,13,53,686,,
26,099,11,001,DC,District of Columbia,12,14,407,,
26,099,12,119,FL,Sumter County,12,22,"1,091",,
26,099,18,057,IN,Hamilton County,12,31,981,,
26,099,20,091,KS,Johnson County,12,32,"1,034",,
26,099,37,021,NC,Buncombe County,12,19,598,,
26,099,45,015,SC,Berkeley County,12,22,496,,
26,099,45,051,SC,Horry County,12,25,547,,
26,099,45,091,SC,York County,12,25,989,,
26,099,47,065,TN,Hamilton County,12,27,454,,
26,099,51,153,VA,Prince William County,12,25,507,,
26,099,01,097,AL,Mobile County,11,13,585,,
26,099,04,015,AZ,Mohave County,11,17,479,,
26,099,06,067,CA,Sacramento County,11,18,239,,
26,099,06,075,CA,San Francisco County,11,13,559,,
26,099,13,051,GA,Chatham County,11,14,378,,
26,099,18,141,IN,St Joseph County,11,22,443,,
26,099,24,005,MD,Baltimore County,11,21,580,,
26,099,26,009,MI,Antrim County,11,21,428,,
26,099,26,019,MI,Benzie County,11,14,359,,
26,099,26,079,MI,Kalkaska County,11,20,590,,
26,099,26,165,MI,Wexford County,11,14,357,,
26,099,37,081,NC,Guilford County,11,15,434,,
26,099,39,093,OH,Lorain County,11,19,777,,
26,099,45,013,SC,Beaufort County,11,20,404,,
26,099,45,079,SC,Richland County,11,22,705,,
26,099,55,025,WI,Dane County,11,12,352,,
26,099,06,013,CA,Contra Costa County,10,28,"1,248",,
26,099,08,035,CO,Douglas County,10,17,454,,
26,099,12,017,FL,Citrus County,10,15,417,,
26,099,12,085,FL,Martin County,10,17,635,,
26,099,13,097,GA,Douglas County,10,21,534,,
26,099,17,143,IL,Peoria County,10,20,665,,
26,099,20,173,KS,Sedgwick County,10,22,554,,
26,099,26,005,MI,Allegan County,10,23,673,,
26,099,34,017,NJ,Hudson County,10,14,645,,
26,099,36,029,NY,Erie County,10,20,493,,
26,099,36,045,NY,Jefferson County,10,21,253,,
26,099,36,055,NY,Monroe County,10,20,367,,
26,099,41,051,OR,Multnomah County,10,12,432,,
26,099,47,155,TN,Sevier County,10,21,592,,
26,099,48,245,TX,Jefferson County,10,30,465,,
26,099,51,107,VA,Loudoun County,10,22,881,,
26,099,58,000,SS,Other Flows - Same State,124,237,"4,897",,
26,099,59,000,DS,Other Flows - Diff State,"2,176","4,404","102,919",,
26,099,59,001,DS,Other Flows - Northeast,250,515,"14,582",,
26,099,59,003,DS,Other Flows - Midwest,517,"1,058","29,079",,
26,099,59,005,DS,Other Flows - South,"1,053","2,146","44,583",,
26,099,59,007,DS,Other Flows - West,356,685,"14,675",,
26,099,57,009,FR,Foreign - Other flows,85,149,"7,446",,
26,101,96,000,MI,Manistee County Tot Mig-US & For,588,"1,038","16,018",,
26,101,97,000,MI,Manistee County Tot Mig-US,588,"1,038","16,018",,
26,101,97,001,MI,Manistee County Tot Mig-Same St,378,682,"9,781",,
26,101,97,003,MI,Manistee County Tot Mig-Diff St,210,356,"6,237",,
26,101,98,000,MI,Manistee County Tot Mig-Foreign,d,d,d,,
26,101,26,101,MI,Manistee County Non-Migrants,"9,546","19,279","399,672",,
26,101,26,055,MI,Grand Traverse County,56,82,"1,402",,
26,101,26,105,MI,Mason County,52,94,"1,322",,
26,101,26,019,MI,Benzie County,41,86,"1,252",,
26,101,26,081,MI,Kent County,30,46,594,,
26,101,26,165,MI,Wexford County,18,37,335,,
26,101,26,121,MI,Muskegon County,17,31,386,,
26,101,26,085,MI,Lake County,14,45,329,,
26,101,17,031,IL,Cook County,11,12,358,,
26,101,26,049,MI,Genesee County,10,20,173,,
26,101,58,000,SS,Other Flows - Same State,140,241,"3,989",,
26,101,59,000,DS,Other Flows - Diff State,199,344,"5,879",,
26,101,59,001,DS,Other Flows - Northeast,12,19,381,,
26,101,59,003,DS,Other Flows - Midwest,54,88,"1,511",,
26,101,59,005,DS,Other Flows - South,77,151,"2,297",,
26,101,59,007,DS,Other Flows - West,56,86,"1,690",,
26,103,96,000,MI,Marquette Count Tot Mig-US & For,"1,389","2,192","43,723",,
26,103,97,000,MI,Marquette Count Tot Mig-US,"1,376","2,172","43,399",,
26,103,97,001,MI,Marquette Count Tot Mig-Same St,539,879,"14,979",,
26,103,97,003,MI,Marquette Count Tot Mig-Diff St,837,"1,293","28,419",,
26,103,98,000,MI,Marquette Count Tot Mig-Foreign,13,20,324,,
26,103,26,103,MI,Marquette Count Non-Migrants,"24,172","49,582","1,204,560",,
26,103,26,041,MI,Delta County,46,86,"1,482",,
26,103,26,003,MI,Alger County,41,72,"1,127",,
26,103,26,061,MI,Houghton County,41,62,907,,
26,103,55,009,WI,Brown County,32,52,881,,
26,103,27,053,MN,Hennepin County,30,35,"1,141",,
26,103,17,031,IL,Cook County,29,36,655,,
26,103,26,043,MI,Dickinson County,29,56,952,,
26,103,26,125,MI,Oakland County,29,41,693,,
26,103,55,087,WI,Outagamie County,25,43,738,,
26,103,04,013,AZ,Maricopa County,22,37,533,,
26,103,26,065,MI,Ingham County,22,30,528,,
26,103,26,081,MI,Kent County,21,26,347,,
26,103,55,025,WI,Dane County,19,23,337,,
26,103,26,055,MI,Grand Traverse County,17,25,582,,
26,103,26,163,MI,Wayne County,17,22,317,,
26,103,26,077,MI,Kalamazoo County,16,17,327,,
26,103,26,161,MI,Washtenaw County,16,21,389,,
26,103,26,013,MI,Baraga County,13,29,403,,
26,103,26,109,MI,Menominee County,13,17,382,,
26,103,26,139,MI,Ottawa County,13,20,441,,
26,103,26,073,MI,Isabella County,12,17,298,,
26,103,26,099,MI,Macomb County,12,17,618,,
26,103,06,073,CA,San Diego County,11,21,353,,
26,103,26,033,MI,Chippewa County,11,17,278,,
26,103,53,033,WA,King County,11,15,272,,
26,103,55,139,WI,Winnebago County,11,18,347,,
26,103,04,019,AZ,Pima County,10,13,331,,
26,103,26,053,MI,Gogebic County,10,15,280,,
26,103,41,051,OR,Multnomah County,10,10,137,,
26,103,58,000,SS,Other Flows - Same State,160,289,"4,630",,
26,103,59,000,DS,Other Flows - Diff State,627,990,"22,696",,
26,103,59,001,DS,Other Flows - Northeast,47,64,"1,298",,
26,103,59,003,DS,Other Flows - Midwest,245,416,"10,732",,
26,103,59,005,DS,Other Flows - South,184,279,"6,334",,
26,103,59,007,DS,Other Flows - West,151,231,"4,332",,
26,103,57,009,FR,Foreign - Other flows,13,20,324,,
26,105,96,000,MI,Mason County Tot Mig-US & For,633,"1,089","17,255",,
26,105,97,000,MI,Mason County Tot Mig-US,633,"1,089","17,255",,
26,105,97,001,MI,Mason County Tot Mig-Same St,373,648,"9,720",,
26,105,97,003,MI,Mason County Tot Mig-Diff St,260,441,"7,535",,
26,105,98,000,MI,Mason County Tot Mig-Foreign,d,d,d,,
26,105,26,105,MI,Mason County Non-Migrants,"11,084","23,373","486,702",,
26,105,26,081,MI,Kent County,55,85,"1,313",,
26,105,26,101,MI,Manistee County,46,72,"1,195",,
26,105,26,127,MI,Oceana County,30,58,623,,
26,105,26,121,MI,Muskegon County,29,45,977,,
26,105,26,139,MI,Ottawa County,25,55,630,,
26,105,26,085,MI,Lake County,16,31,479,,
26,105,17,031,IL,Cook County,14,21,524,,
26,105,26,055,MI,Grand Traverse County,14,25,376,,
26,105,26,077,MI,Kalamazoo County,12,16,449,,
26,105,26,065,MI,Ingham County,11,19,202,,
26,105,58,000,SS,Other Flows - Same State,135,242,"3,474",,
26,105,59,000,DS,Other Flows - Diff State,246,420,"7,011",,
26,105,59,001,DS,Other Flows - Northeast,15,27,641,,
26,105,59,003,DS,Other Flows - Midwest,56,119,"1,459",,
26,105,59,005,DS,Other Flows - South,111,179,"3,289",,
26,105,59,007,DS,Other Flows - West,64,95,"1,622",,
26,107,96,000,MI,Mecosta County Tot Mig-US & For,"1,238","2,251","36,069",,
26,107,97,000,MI,Mecosta County Tot Mig-US,"1,238","2,251","36,069",,
26,107,97,001,MI,Mecosta County Tot Mig-Same St,851,"1,536","22,848",,
26,107,97,003,MI,Mecosta County Tot Mig-Diff St,387,715,"13,221",,
26,107,98,000,MI,Mecosta County Tot Mig-Foreign,d,d,d,,
26,107,26,107,MI,Mecosta County Non-Migrants,"13,025","28,361","583,787",,
26,107,26,081,MI,Kent County,138,230,"3,972",,
26,107,26,133,MI,Osceola County,96,196,"2,484",,
26,107,26,073,MI,Isabella County,73,140,"1,785",,
26,107,26,117,MI,Montcalm County,72,155,"1,879",,
26,107,26,123,MI,Newaygo County,62,143,"1,663",,
26,107,26,163,MI,Wayne County,33,59,661,,
26,107,26,125,MI,Oakland County,27,42,"1,075",,
26,107,26,085,MI,Lake County,25,47,603,,
26,107,26,065,MI,Ingham County,23,39,871,,
26,107,26,121,MI,Muskegon County,22,36,383,,
26,107,26,139,MI,Ottawa County,19,40,675,,
26,107,26,077,MI,Kalamazoo County,18,27,373,,
26,107,26,055,MI,Grand Traverse County,17,25,262,,
26,107,26,099,MI,Macomb County,15,20,295,,
26,107,17,031,IL,Cook County,14,17,340,,
26,107,26,161,MI,Washtenaw County,13,18,265,,
26,107,26,045,MI,Eaton County,12,20,337,,
26,107,26,049,MI,Genesee County,11,20,441,,
26,107,26,067,MI,Ionia County,11,15,137,,
26,107,26,165,MI,Wexford County,11,17,387,,
26,107,26,111,MI,Midland County,10,19,"1,087",,
26,107,58,000,SS,Other Flows - Same State,143,228,"3,214",,
26,107,59,000,DS,Other Flows - Diff State,373,698,"12,881",,
26,107,59,001,DS,Other Flows - Northeast,24,44,852,,
26,107,59,003,DS,Other Flows - Midwest,99,192,"4,532",,
26,107,59,005,DS,Other Flows - South,175,347,"5,581",,
26,107,59,007,DS,Other Flows - West,75,115,"1,916",,
26,109,96,000,MI,Menominee Count Tot Mig-US & For,520,858,"18,179",,
26,109,97,000,MI,Menominee Count Tot Mig-US,520,858,"18,179",,
26,109,97,001,MI,Menominee Count Tot Mig-Same St,142,235,"4,329",,
26,109,97,003,MI,Menominee Count Tot Mig-Diff St,378,623,"13,850",,
26,109,98,000,MI,Menominee Count Tot Mig-Foreign,d,d,d,,
26,109,26,109,MI,Menominee Count Non-Migrants,"9,509","19,686","430,172",,
26,109,55,075,WI,Marinette County,147,246,"4,253",,
26,109,26,041,MI,Delta County,48,80,"1,611",,
26,109,55,009,WI,Brown County,35,58,"1,169",,
26,109,26,103,MI,Marquette County,24,36,993,,
26,109,26,043,MI,Dickinson County,23,40,446,,
26,109,55,087,WI,Outagamie County,16,38,839,,
26,109,55,083,WI,Oconto County,12,18,244,,
26,109,58,000,SS,Other Flows - Same State,47,79,"1,279",,
26,109,59,000,DS,Other Flows - Diff State,168,263,"7,345",,
26,111,96,000,MI,Midland County Tot Mig-US & For,"2,083","3,667","96,803",,
26,111,97,000,MI,Midland County Tot Mig-US,"2,061","3,614","93,635",,
26,111,97,001,MI,Midland County Tot Mig-Same St,"1,240","2,115","44,070",,
26,111,97,003,MI,Midland County Tot Mig-Diff St,821,"1,499","49,565",,
26,111,98,000,MI,Midland County Tot Mig-Foreign,22,53,"3,168",,
26,111,26,111,MI,Midland County Non-Migrants,"31,077","69,724","2,190,447",,
26,111,26,017,MI,Bay County,244,433,"7,678",,
26,111,26,145,MI,Saginaw County,201,342,"7,730",,
26,111,26,073,MI,Isabella County,107,200,"2,680",,
26,111,26,051,MI,Gladwin County,77,144,"2,863",,
26,111,26,125,MI,Oakland County,51,74,"1,386",,
26,111,26,035,MI,Clare County,50,98,"1,604",,
26,111,26,081,MI,Kent County,41,59,"1,060",,
26,111,26,057,MI,Gratiot County,39,76,"1,088",,
26,111,26,065,MI,Ingham County,38,48,"1,402",,
26,111,26,049,MI,Genesee County,35,44,"1,062",,
26,111,17,031,IL,Cook County,34,39,"1,247",,
26,111,26,163,MI,Wayne County,31,37,768,,
26,111,04,013,AZ,Maricopa County,23,33,784,,
26,111,26,055,MI,Grand Traverse County,22,32,691,,
26,111,06,073,CA,San Diego County,19,34,"1,344",,
26,111,26,139,MI,Ottawa County,18,36,"1,163",,
26,111,26,161,MI,Washtenaw County,18,22,812,,
26,111,26,099,MI,Macomb County,16,24,915,,
26,111,48,201,TX,Harris County,13,26,860,,
26,111,26,143,MI,Roscommon County,11,26,582,,
26,111,26,075,MI,Jackson County,10,16,178,,
26,111,26,077,MI,Kalamazoo County,10,10,472,,
26,111,26,107,MI,Mecosta County,10,15,321,,
26,111,26,157,MI,Tuscola County,10,18,516,,
26,111,39,089,OH,Licking County,10,16,663,,
26,111,58,000,SS,Other Flows - Same State,201,361,"9,100",,
26,111,59,000,DS,Other Flows - Diff State,722,"1,351","44,667",,
26,111,59,001,DS,Other Flows - Northeast,65,108,"3,872",,
26,111,59,003,DS,Other Flows - Midwest,179,354,"11,121",,
26,111,59,005,DS,Other Flows - South,347,655,"21,512",,
26,111,59,007,DS,Other Flows - West,131,234,"8,162",,
26,111,57,009,FR,Foreign - Other flows,22,53,"3,168",,
26,113,96,000,MI,Missaukee Count Tot Mig-US & For,401,802,"11,151",,
26,113,97,000,MI,Missaukee Count Tot Mig-US,401,802,"11,151",,
26,113,97,001,MI,Missaukee Count Tot Mig-Same St,313,642,"7,876",,
26,113,97,003,MI,Missaukee Count Tot Mig-Diff St,88,160,"3,275",,
26,113,98,000,MI,Missaukee Count Tot Mig-Foreign,d,d,d,,
26,113,26,113,MI,Missaukee Count Non-Migrants,"5,243","11,856","204,168",,
26,113,26,165,MI,Wexford County,121,242,"2,974",,
26,113,26,133,MI,Osceola County,29,68,622,,
26,113,26,081,MI,Kent County,21,34,421,,
26,113,26,143,MI,Roscommon County,15,33,353,,
26,113,26,055,MI,Grand Traverse County,11,29,265,,
26,113,58,000,SS,Other Flows - Same State,116,236,"3,240",,
26,113,59,000,DS,Other Flows - Diff State,88,160,"3,275",,
26,115,96,000,MI,Monroe County Tot Mig-US & For,"3,365","6,191","140,594",,
26,115,97,000,MI,Monroe County Tot Mig-US,"3,341","6,159","139,919",,
26,115,97,001,MI,Monroe County Tot Mig-Same St,"1,471","2,699","55,749",,
26,115,97,003,MI,Monroe County Tot Mig-Diff St,"1,870","3,460","84,171",,
26,115,98,000,MI,Monroe County Tot Mig-Foreign,24,32,674,,
26,115,26,115,MI,Monroe County Non-Migrants,"58,458","129,925","3,456,679",,
26,115,26,163,MI,Wayne County,706,"1,355","25,249",,
26,115,39,095,OH,Lucas County,671,"1,132","22,729",,
26,115,26,161,MI,Washtenaw County,217,354,"7,554",,
26,115,26,091,MI,Lenawee County,118,229,"4,998",,
26,115,26,125,MI,Oakland County,96,151,"4,567",,
26,115,26,099,MI,Macomb County,42,69,"1,589",,
26,115,39,173,OH,Wood County,40,70,"1,873",,
26,115,04,013,AZ,Maricopa County,29,56,"1,363",,
26,115,17,031,IL,Cook County,28,33,"1,245",,
26,115,12,071,FL,Lee County,26,39,"2,017",,
26,115,26,093,MI,Livingston County,25,48,868,,
26,115,32,003,NV,Clark County,24,43,"1,240",,
26,115,26,075,MI,Jackson County,22,50,784,,
26,115,26,059,MI,Hillsdale County,19,36,"1,011",,
26,115,26,065,MI,Ingham County,19,23,538,,
26,115,26,081,MI,Kent County,18,22,550,,
26,115,39,049,OH,Franklin County,16,30,666,,
26,115,37,119,NC,Mecklenburg County,15,28,775,,
26,115,06,073,CA,San Diego County,13,26,755,,
26,115,26,049,MI,Genesee County,13,23,382,,
26,115,39,035,OH,Cuyahoga County,12,14,370,,
26,115,06,037,CA,Los Angeles County,11,15,626,,
26,115,12,101,FL,Pasco County,10,16,437,,
26,115,58,000,SS,Other Flows - Same State,176,339,"7,660",,
26,115,59,000,DS,Other Flows - Diff State,975,"1,958","50,073",,
26,115,59,001,DS,Other Flows - Northeast,83,155,"4,327",,
26,115,59,003,DS,Other Flows - Midwest,261,526,"15,278",,
26,115,59,005,DS,Other Flows - South,499,"1,055","24,867",,
26,115,59,007,DS,Other Flows - West,132,222,"5,601",,
26,115,57,009,FR,Foreign - Other flows,24,32,674,,
26,117,96,000,MI,Montcalm County Tot Mig-US & For,"1,603","3,185","48,077",,
26,117,97,000,MI,Montcalm County Tot Mig-US,"1,603","3,185","48,077",,
26,117,97,001,MI,Montcalm County Tot Mig-Same St,"1,197","2,316","35,136",,
26,117,97,003,MI,Montcalm County Tot Mig-Diff St,406,869,"12,941",,
26,117,98,000,MI,Montcalm County Tot Mig-Foreign,d,d,d,,
26,117,26,117,MI,Montcalm County Non-Migrants,"21,973","49,579","875,832",,
26,117,26,081,MI,Kent County,433,794,"12,294",,
26,117,26,067,MI,Ionia County,181,377,"4,349",,
26,117,26,057,MI,Gratiot County,89,169,"2,339",,
26,117,26,107,MI,Mecosta County,76,152,"1,857",,
26,117,26,073,MI,Isabella County,58,112,"1,647",,
26,117,26,123,MI,Newaygo County,51,117,"1,389",,
26,117,26,139,MI,Ottawa County,35,61,978,,
26,117,26,065,MI,Ingham County,28,54,"2,564",,
26,117,26,121,MI,Muskegon County,23,47,476,,
26,117,26,037,MI,Clinton County,19,30,457,,
26,117,26,045,MI,Eaton County,11,21,312,,
26,117,26,125,MI,Oakland County,11,18,316,,
26,117,26,145,MI,Saginaw County,11,26,376,,
26,117,26,015,MI,Barry County,10,18,391,,
26,117,58,000,SS,Other Flows - Same State,161,320,"5,393",,
26,117,59,000,DS,Other Flows - Diff State,406,869,"12,941",,
26,117,59,001,DS,Other Flows - Northeast,16,49,"1,119",,
26,117,59,003,DS,Other Flows - Midwest,85,187,"2,445",,
26,117,59,005,DS,Other Flows - South,228,476,"6,997",,
26,117,59,007,DS,Other Flows - West,77,157,"2,379",,
26,119,96,000,MI,Montmorency Cou Tot Mig-US & For,262,471,"7,236",,
26,119,97,000,MI,Montmorency Cou Tot Mig-US,262,471,"7,236",,
26,119,97,001,MI,Montmorency Cou Tot Mig-Same St,186,326,"4,483",,
26,119,97,003,MI,Montmorency Cou Tot Mig-Diff St,76,145,"2,753",,
26,119,98,000,MI,Montmorency Cou Tot Mig-Foreign,d,d,d,,
26,119,26,119,MI,Montmorency Cou Non-Migrants,"3,781","7,518","136,043",,
26,119,26,137,MI,Otsego County,31,60,768,,
26,119,26,007,MI,Alpena County,27,45,503,,
26,119,26,125,MI,Oakland County,16,25,420,,
26,119,26,163,MI,Wayne County,11,19,347,,
26,119,58,000,SS,Other Flows - Same State,101,177,"2,446",,
26,119,59,000,DS,Other Flows - Diff State,76,145,"2,753",,
26,121,96,000,MI,Muskegon County Tot Mig-US & For,"2,947","5,245","94,309",,
26,121,97,000,MI,Muskegon County Tot Mig-US,"2,932","5,220","93,847",,
26,121,97,001,MI,Muskegon County Tot Mig-Same St,"1,787","3,167","54,708",,
26,121,97,003,MI,Muskegon County Tot Mig-Diff St,"1,145","2,053","39,140",,
26,121,98,000,MI,Muskegon County Tot Mig-Foreign,15,25,462,,
26,121,26,121,MI,Muskegon County Non-Migrants,"62,427","137,433","2,854,536",,
26,121,26,139,MI,Ottawa County,596,"1,080","18,484",,
26,121,26,081,MI,Kent County,366,613,"10,505",,
26,121,26,123,MI,Newaygo County,148,281,"3,887",,
26,121,26,127,MI,Oceana County,144,302,"3,898",,
26,121,26,077,MI,Kalamazoo County,57,82,"2,383",,
26,121,17,031,IL,Cook County,51,70,"1,561",,
26,121,04,013,AZ,Maricopa County,40,62,957,,
26,121,26,065,MI,Ingham County,38,53,680,,
26,121,26,005,MI,Allegan County,36,63,923,,
26,121,26,125,MI,Oakland County,35,63,"1,099",,
26,121,26,105,MI,Mason County,34,56,952,,
26,121,26,163,MI,Wayne County,32,56,873,,
26,121,26,101,MI,Manistee County,25,41,486,,
26,121,26,055,MI,Grand Traverse County,24,39,"1,881",,
26,121,26,021,MI,Berrien County,16,28,292,,
26,121,26,161,MI,Washtenaw County,16,19,363,,
26,121,06,073,CA,San Diego County,13,19,327,,
26,121,26,107,MI,Mecosta County,13,22,307,,
26,121,26,117,MI,Montcalm County,13,17,362,,
26,121,32,003,NV,Clark County,13,19,238,,
26,121,06,037,CA,Los Angeles County,12,15,230,,
26,121,18,141,IN,St Joseph County,12,17,332,,
26,121,55,079,WI,Milwaukee County,12,25,223,,
26,121,26,045,MI,Eaton County,11,12,290,,
26,121,26,073,MI,Isabella County,11,15,119,,
26,121,26,099,MI,Macomb County,11,14,271,,
26,121,39,049,OH,Franklin County,11,24,173,,
26,121,53,033,WA,King County,11,20,"1,139",,
26,121,12,071,FL,Lee County,10,16,930,,
26,121,12,103,FL,Pinellas County,10,11,171,,
26,121,12,105,FL,Polk County,10,13,197,,
26,121,26,049,MI,Genesee County,10,15,291,,
26,121,26,145,MI,Saginaw County,10,23,304,,
26,121,45,045,SC,Greenville County,10,16,202,,
26,121,48,215,TX,Hidalgo County,10,25,251,,
26,121,58,000,SS,Other Flows - Same State,141,273,"6,057",,
26,121,59,000,DS,Other Flows - Diff State,920,"1,701","32,210",,
26,121,59,001,DS,Other Flows - Northeast,57,113,"2,684",,
26,121,59,003,DS,Other Flows - Midwest,208,384,"8,624",,
26,121,59,005,DS,Other Flows - South,465,870,"14,866",,
26,121,59,007,DS,Other Flows - West,190,334,"6,036",,
26,121,57,009,FR,Foreign - Other flows,15,25,462,,
26,123,96,000,MI,Newaygo County Tot Mig-US & For,"1,253","2,422","35,798",,
26,123,97,000,MI,Newaygo County Tot Mig-US,"1,253","2,422","35,798",,
26,123,97,001,MI,Newaygo County Tot Mig-Same St,914,"1,789","25,337",,
26,123,97,003,MI,Newaygo County Tot Mig-Diff St,339,633,"10,461",,
26,123,98,000,MI,Newaygo County Tot Mig-Foreign,d,d,d,,
26,123,26,123,MI,Newaygo County Non-Migrants,"17,413","40,019","753,412",,
26,123,26,081,MI,Kent County,324,565,"9,051",,
26,123,26,121,MI,Muskegon County,179,357,"4,995",,
26,123,26,117,MI,Montcalm County,62,149,"1,443",,
26,123,26,139,MI,Ottawa County,54,111,"1,565",,
26,123,26,127,MI,Oceana County,51,120,"1,072",,
26,123,26,107,MI,Mecosta County,50,102,"1,285",,
26,123,26,085,MI,Lake County,19,36,451,,
26,123,26,077,MI,Kalamazoo County,13,25,413,,
26,123,26,133,MI,Osceola County,12,31,198,,
26,123,26,005,MI,Allegan County,10,22,287,,
26,123,58,000,SS,Other Flows - Same State,140,271,"4,575",,
26,123,59,000,DS,Other Flows - Diff State,339,633,"10,461",,
26,123,59,001,DS,Other Flows - Northeast,28,45,894,,
