State_Code_Dest,County_Code_Dest,State_Code_Origin,County_Code_Origin,State_Abbrv,County_Name,Return_Num,Exmpt_Num,Aggr_AGI,,
26,017,97,000,MI,Bay County Tot Mig-US,"1,615","2,762","53,702",,
26,017,97,001,MI,Bay County Tot Mig-Same St,"1,257","2,131","41,839",,
26,017,97,003,MI,Bay County Tot Mig-Diff St,358,631,"11,863",,
26,017,98,000,MI,Bay County Tot Mig-Foreign,20,27,344,,
26,017,26,017,MI,Bay County Non-Migrants,"42,651","90,041","2,040,969",,
26,017,26,145,MI,Saginaw County,363,602,"12,552",,
26,017,26,111,MI,Midland County,181,336,"6,403",,
26,017,26,157,MI,Tuscola County,83,142,"2,658",,
26,017,26,011,MI,Arenac County,77,143,"2,199",,
26,017,26,063,MI,Huron County,45,72,"1,204",,
26,017,26,049,MI,Genesee County,43,78,"1,399",,
26,017,26,125,MI,Oakland County,38,58,"1,720",,
26,017,26,051,MI,Gladwin County,34,64,952,,
26,017,26,073,MI,Isabella County,34,51,899,,
26,017,26,163,MI,Wayne County,32,50,"1,241",,
26,017,26,065,MI,Ingham County,25,37,"1,129",,
26,017,26,081,MI,Kent County,24,41,825,,
26,017,26,129,MI,Ogemaw County,22,32,490,,
26,017,26,069,MI,Iosco County,21,34,766,,
26,017,26,099,MI,Macomb County,18,28,560,,
26,017,26,161,MI,Washtenaw County,14,21,430,,
26,017,26,143,MI,Roscommon County,12,25,319,,
26,017,26,035,MI,Clare County,10,14,451,,
26,017,26,155,MI,Shiawassee County,10,21,328,,
26,017,58,000,SS,Other Flows - Same State,171,282,"5,316",,
26,017,59,000,DS,Other Flows - Diff State,358,631,"11,863",,
26,017,59,001,DS,Other Flows - Northeast,29,50,979,,
26,017,59,003,DS,Other Flows - Midwest,86,142,"3,444",,
26,017,59,005,DS,Other Flows - South,157,290,"5,231",,
26,017,59,007,DS,Other Flows - West,86,149,"2,209",,
26,017,57,009,FR,Foreign - Other flows,20,27,344,,
26,019,96,000,MI,Benzie County Tot Mig-US & For,492,931,"22,484",,
26,019,97,000,MI,Benzie County Tot Mig-US,492,931,"22,484",,
26,019,97,001,MI,Benzie County Tot Mig-Same St,382,717,"17,187",,
26,019,97,003,MI,Benzie County Tot Mig-Diff St,110,214,"5,297",,
26,019,98,000,MI,Benzie County Tot Mig-Foreign,d,d,d,,
26,019,26,019,MI,Benzie County Non-Migrants,"6,590","14,040","298,866",,
26,019,26,055,MI,Grand Traverse Count,137,255,"4,276",,
26,019,26,089,MI,Leelanau County,33,72,"1,035",,
26,019,26,101,MI,Manistee County,27,51,596,,
26,019,26,165,MI,Wexford County,19,37,592,,
26,019,26,163,MI,Wayne County,17,36,972,,
26,019,26,081,MI,Kent County,14,24,508,,
26,019,26,125,MI,Oakland County,12,23,"1,021",,
26,019,26,073,MI,Isabella County,11,21,385,,
26,019,26,099,MI,Macomb County,10,16,654,,
26,019,58,000,SS,Other Flows - Same State,102,182,"7,148",,
26,019,59,000,DS,Other Flows - Diff State,110,214,"5,297",,
26,021,96,000,MI,Berrien County Tot Mig-US & For,"2,778","5,494","129,661",,
26,021,97,000,MI,Berrien County Tot Mig-US,"2,735","5,437","129,074",,
26,021,97,001,MI,Berrien County Tot Mig-Same St,"1,010","1,882","35,459",,
26,021,97,003,MI,Berrien County Tot Mig-Diff St,"1,725","3,555","93,615",,
26,021,98,000,MI,Berrien County Tot Mig-Foreign,43,57,587,,
26,021,26,021,MI,Berrien County Non-Migrants,"55,585","120,886","2,830,558",,
26,021,18,141,IN,St Joseph County,302,619,"14,172",,
26,021,26,159,MI,Van Buren County,221,446,"5,863",,
26,021,26,027,MI,Cass County,197,410,"6,066",,
26,021,17,031,IL,Cook County,138,273,"11,365",,
26,021,26,077,MI,Kalamazoo County,112,164,"4,033",,
26,021,26,081,MI,Kent County,67,121,"2,082",,
26,021,18,091,IN,La Porte County,66,132,"1,633",,
26,021,18,039,IN,Elkhart County,52,92,"1,653",,
26,021,26,125,MI,Oakland County,47,83,"2,968",,
26,021,19,099,IA,Jasper County,44,136,"8,932",,
26,021,26,163,MI,Wayne County,37,75,"1,824",,
26,021,19,153,IA,Polk County,29,88,"4,449",,
26,021,26,139,MI,Ottawa County,28,60,"1,430",,
26,021,26,005,MI,Allegan County,25,50,878,,
26,021,26,065,MI,Ingham County,22,31,599,,
26,021,26,025,MI,Calhoun County,21,33,"1,319",,
26,021,06,037,CA,Los Angeles County,20,43,846,,
26,021,26,161,MI,Washtenaw County,20,41,"1,161",,
26,021,04,013,AZ,Maricopa County,19,26,"2,097",,
26,021,17,043,IL,Du Page County,18,27,"1,330",,
26,021,26,149,MI,St Joseph County,18,25,806,,
26,021,18,089,IN,Lake County,15,30,431,,
26,021,12,095,FL,Orange County,14,27,317,,
26,021,18,097,IN,Marion County,14,30,295,,
26,021,26,099,MI,Macomb County,14,22,666,,
26,021,32,003,NV,Clark County,14,27,392,,
26,021,39,049,OH,Franklin County,14,36,592,,
26,021,26,049,MI,Genesee County,13,26,355,,
26,021,47,065,TN,Hamilton County,13,20,475,,
26,021,06,073,CA,San Diego County,11,19,202,,
26,021,12,057,FL,Hillsborough County,11,27,475,,
26,021,18,003,IN,Allen County,11,22,701,,
26,021,18,127,IN,Porter County,11,14,488,,
26,021,12,101,FL,Pasco County,10,20,510,,
26,021,13,063,GA,Clayton County,10,13,57,,
26,021,26,045,MI,Eaton County,10,22,431,,
26,021,47,157,TN,Shelby County,10,31,352,,
26,021,58,000,SS,Other Flows - Same State,158,273,"4,978",,
26,021,59,000,DS,Other Flows - Diff State,879,"1,803","41,852",,
26,021,59,001,DS,Other Flows - Northeast,71,121,"3,406",,
26,021,59,003,DS,Other Flows - Midwest,279,606,"17,972",,
26,021,59,005,DS,Other Flows - South,385,799,"14,214",,
26,021,59,007,DS,Other Flows - West,144,277,"6,261",,
26,021,57,009,FR,Foreign - Other flows,43,57,587,,
26,023,96,000,MI,Branch County Tot Mig-US & For,855,"1,703","26,359",,
26,023,97,000,MI,Branch County Tot Mig-US,855,"1,703","26,359",,
26,023,97,001,MI,Branch County Tot Mig-Same St,558,"1,110","16,538",,
26,023,97,003,MI,Branch County Tot Mig-Diff St,297,593,"9,821",,
26,023,98,000,MI,Branch County Tot Mig-Foreign,d,d,d,,
26,023,26,023,MI,Branch County Non-Migrants,"15,245","34,527","664,084",,
26,023,26,025,MI,Calhoun County,148,289,"3,834",,
26,023,26,059,MI,Hillsdale County,109,233,"3,371",,
26,023,26,149,MI,St Joseph County,83,168,"2,147",,
26,023,18,151,IN,Steuben County,50,114,"1,137",,
26,023,26,163,MI,Wayne County,43,111,"1,435",,
26,023,26,077,MI,Kalamazoo County,28,51,528,,
26,023,26,075,MI,Jackson County,21,35,794,,
26,023,18,003,IN,Allen County,14,27,713,,
26,023,17,031,IL,Cook County,10,16,489,,
26,023,26,099,MI,Macomb County,10,21,315,,
26,023,58,000,SS,Other Flows - Same State,116,202,"4,113",,
26,023,59,000,DS,Other Flows - Diff State,223,436,"7,482",,
26,023,59,001,DS,Other Flows - Northeast,10,14,288,,
26,023,59,003,DS,Other Flows - Midwest,105,206,"3,639",,
26,023,59,005,DS,Other Flows - South,77,153,"2,150",,
26,023,59,007,DS,Other Flows - West,31,63,"1,404",,
26,025,96,000,MI,Calhoun County Tot Mig-US & For,"2,194","4,129","76,582",,
26,025,97,000,MI,Calhoun County Tot Mig-US,"2,171","4,090","75,592",,
26,025,97,001,MI,Calhoun County Tot Mig-Same St,"1,471","2,725","47,676",,
26,025,97,003,MI,Calhoun County Tot Mig-Diff St,700,"1,365","27,916",,
26,025,98,000,MI,Calhoun County Tot Mig-Foreign,23,39,990,,
26,025,26,025,MI,Calhoun County Non-Migrants,"48,180","104,367","2,348,798",,
26,025,26,077,MI,Kalamazoo County,317,525,"10,290",,
26,025,26,015,MI,Barry County,156,304,"4,572",,
26,025,26,075,MI,Jackson County,146,304,"3,475",,
26,025,26,023,MI,Branch County,142,292,"4,698",,
26,025,26,045,MI,Eaton County,141,278,"4,355",,
26,025,26,163,MI,Wayne County,67,134,"2,525",,
26,025,26,065,MI,Ingham County,65,100,"2,064",,
26,025,26,081,MI,Kent County,54,84,"1,712",,
26,025,26,059,MI,Hillsdale County,45,87,"1,218",,
26,025,26,125,MI,Oakland County,37,61,"1,927",,
26,025,26,159,MI,Van Buren County,32,57,953,,
26,025,17,031,IL,Cook County,29,57,932,,
26,025,26,161,MI,Washtenaw County,27,39,965,,
26,025,26,149,MI,St Joseph County,20,47,580,,
26,025,26,005,MI,Allegan County,18,25,472,,
26,025,26,091,MI,Lenawee County,15,27,434,,
26,025,26,021,MI,Berrien County,14,26,464,,
26,025,26,099,MI,Macomb County,14,21,496,,
26,025,26,093,MI,Livingston County,13,20,361,,
26,025,06,037,CA,Los Angeles County,12,21,419,,
26,025,39,049,OH,Franklin County,10,20,382,,
26,025,58,000,SS,Other Flows - Same State,148,294,"6,117",,
26,025,59,000,DS,Other Flows - Diff State,649,"1,267","26,183",,
26,025,59,001,DS,Other Flows - Northeast,52,96,"2,691",,
26,025,59,003,DS,Other Flows - Midwest,202,414,"9,176",,
26,025,59,005,DS,Other Flows - South,281,542,"10,721",,
26,025,59,007,DS,Other Flows - West,114,215,"3,596",,
26,025,57,009,FR,Foreign - Other flows,23,39,990,,
26,027,96,000,MI,Cass County Tot Mig-US & For,"1,227","2,503","52,807",,
26,027,97,000,MI,Cass County Tot Mig-US,"1,227","2,503","52,807",,
26,027,97,001,MI,Cass County Tot Mig-Same St,508,"1,050","16,084",,
26,027,97,003,MI,Cass County Tot Mig-Diff St,719,"1,453","36,724",,
26,027,98,000,MI,Cass County Tot Mig-Foreign,d,d,d,,
26,027,26,027,MI,Cass County Non-Migrants,"18,080","39,754","925,910",,
26,027,26,021,MI,Berrien County,234,485,"7,682",,
26,027,18,039,IN,Elkhart County,228,447,"9,195",,
26,027,18,141,IN,St Joseph County,182,405,"14,689",,
26,027,26,149,MI,St Joseph County,84,204,"2,587",,
26,027,26,159,MI,Van Buren County,58,136,"1,497",,
26,027,26,077,MI,Kalamazoo County,41,76,"1,216",,
26,027,17,031,IL,Cook County,35,77,"2,428",,
26,027,04,013,AZ,Maricopa County,10,20,347,,
26,027,58,000,SS,Other Flows - Same State,91,149,"3,102",,
26,027,59,000,DS,Other Flows - Diff State,264,504,"10,064",,
26,027,59,001,DS,Other Flows - Northeast,19,41,"1,241",,
26,027,59,003,DS,Other Flows - Midwest,110,208,"4,038",,
26,027,59,005,DS,Other Flows - South,101,197,"3,509",,
26,027,59,007,DS,Other Flows - West,34,58,"1,275",,
26,029,96,000,MI,Charlevoix Coun Tot Mig-US & For,631,"1,224","29,776",,
26,029,97,000,MI,Charlevoix Coun Tot Mig-US,631,"1,224","29,776",,
26,029,97,001,MI,Charlevoix Coun Tot Mig-Same St,507,993,"23,198",,
26,029,97,003,MI,Charlevoix Coun Tot Mig-Diff St,124,231,"6,577",,
26,029,98,000,MI,Charlevoix Coun Tot Mig-Foreign,d,d,d,,
26,029,26,029,MI,Charlevoix Coun Non-Migrants,"9,874","21,102","535,977",,
26,029,26,047,MI,Emmet County,151,300,"4,293",,
26,029,26,009,MI,Antrim County,54,114,"1,720",,
26,029,26,055,MI,Grand Traverse Count,27,50,791,,
26,029,26,125,MI,Oakland County,26,51,"3,580",,
26,029,26,137,MI,Otsego County,21,40,834,,
26,029,26,049,MI,Genesee County,20,31,945,,
26,029,26,163,MI,Wayne County,18,36,915,,
26,029,26,081,MI,Kent County,17,27,631,,
26,029,26,031,MI,Cheboygan County,11,19,269,,
26,029,26,099,MI,Macomb County,10,25,401,,
26,029,58,000,SS,Other Flows - Same State,152,300,"8,820",,
26,029,59,000,DS,Other Flows - Diff State,124,231,"6,577",,
26,031,96,000,MI,Cheboygan Count Tot Mig-US & For,568,"1,074","24,007",,
26,031,97,000,MI,Cheboygan Count Tot Mig-US,568,"1,074","24,007",,
26,031,97,001,MI,Cheboygan Count Tot Mig-Same St,435,837,"17,457",,
26,031,97,003,MI,Cheboygan Count Tot Mig-Diff St,133,237,"6,550",,
26,031,98,000,MI,Cheboygan Count Tot Mig-Foreign,d,d,d,,
26,031,26,031,MI,Cheboygan Count Non-Migrants,"9,927","21,099","416,495",,
26,031,26,047,MI,Emmet County,99,195,"2,373",,
26,031,26,141,MI,Presque Isle County,32,57,850,,
26,031,26,163,MI,Wayne County,28,50,"1,836",,
26,031,26,125,MI,Oakland County,24,47,"1,660",,
26,031,26,049,MI,Genesee County,22,39,"1,031",,
26,031,26,137,MI,Otsego County,21,41,477,,
26,031,26,099,MI,Macomb County,19,34,"1,073",,
26,031,26,097,MI,Mackinac County,13,33,164,,
26,031,26,033,MI,Chippewa County,12,20,305,,
26,031,26,065,MI,Ingham County,12,19,340,,
26,031,26,081,MI,Kent County,11,26,"1,283",,
26,031,26,145,MI,Saginaw County,10,15,396,,
26,031,58,000,SS,Other Flows - Same State,132,261,"5,669",,
26,031,59,000,DS,Other Flows - Diff State,133,237,"6,550",,
26,031,59,001,DS,Other Flows - Northeast,15,17,377,,
26,031,59,003,DS,Other Flows - Midwest,39,91,"2,781",,
26,031,59,005,DS,Other Flows - South,60,87,"2,619",,
26,031,59,007,DS,Other Flows - West,19,42,773,,
26,033,96,000,MI,Chippewa County Tot Mig-US & For,682,"1,207","21,986",,
26,033,97,000,MI,Chippewa County Tot Mig-US,666,"1,176","21,487",,
26,033,97,001,MI,Chippewa County Tot Mig-Same St,427,752,"13,281",,
26,033,97,003,MI,Chippewa County Tot Mig-Diff St,239,424,"8,206",,
26,033,98,000,MI,Chippewa County Tot Mig-Foreign,16,31,500,,
26,033,26,033,MI,Chippewa County Non-Migrants,"12,374","26,319","511,649",,
26,033,26,097,MI,Mackinac County,34,52,679,,
26,033,26,049,MI,Genesee County,25,43,907,,
26,033,26,031,MI,Cheboygan County,21,39,642,,
26,033,26,125,MI,Oakland County,19,33,"1,148",,
26,033,26,099,MI,Macomb County,18,32,373,,
26,033,26,081,MI,Kent County,17,34,519,,
26,033,26,095,MI,Luce County,17,31,324,,
26,033,26,163,MI,Wayne County,17,30,539,,
26,033,26,047,MI,Emmet County,14,22,332,,
26,033,26,065,MI,Ingham County,13,24,342,,
26,033,26,103,MI,Marquette County,12,16,258,,
26,033,26,073,MI,Isabella County,10,16,192,,
26,033,58,000,SS,Other Flows - Same State,210,380,"7,027",,
26,033,59,000,DS,Other Flows - Diff State,239,424,"8,206",,
26,033,59,001,DS,Other Flows - Northeast,24,44,984,,
26,033,59,003,DS,Other Flows - Midwest,65,113,"2,249",,
26,033,59,005,DS,Other Flows - South,86,154,"2,703",,
26,033,59,007,DS,Other Flows - West,64,113,"2,269",,
26,033,57,009,FR,Foreign - Other flows,16,31,500,,
26,035,96,000,MI,Clare County Tot Mig-US & For,719,"1,353","23,207",,
26,035,97,000,MI,Clare County Tot Mig-US,719,"1,353","23,207",,
26,035,97,001,MI,Clare County Tot Mig-Same St,592,"1,126","19,413",,
26,035,97,003,MI,Clare County Tot Mig-Diff St,127,227,"3,793",,
26,035,98,000,MI,Clare County Tot Mig-Foreign,d,d,d,,
26,035,26,035,MI,Clare County Non-Migrants,"10,297","22,429","385,252",,
26,035,26,073,MI,Isabella County,91,166,"2,810",,
26,035,26,111,MI,Midland County,47,99,"1,213",,
26,035,26,051,MI,Gladwin County,42,82,895,,
26,035,26,125,MI,Oakland County,42,68,"1,174",,
26,035,26,163,MI,Wayne County,40,82,"1,260",,
26,035,26,049,MI,Genesee County,27,51,"1,250",,
26,035,26,099,MI,Macomb County,22,36,671,,
26,035,26,133,MI,Osceola County,22,43,493,,
26,035,26,145,MI,Saginaw County,21,39,835,,
26,035,26,065,MI,Ingham County,20,38,893,,
26,035,26,155,MI,Shiawassee County,16,34,"1,125",,
26,035,26,057,MI,Gratiot County,13,32,355,,
26,035,26,081,MI,Kent County,13,26,546,,
26,035,26,161,MI,Washtenaw County,12,26,489,,
26,035,26,107,MI,Mecosta County,10,12,348,,
26,035,26,143,MI,Roscommon County,10,20,197,,
26,035,58,000,SS,Other Flows - Same State,144,272,"4,859",,
26,035,59,000,DS,Other Flows - Diff State,127,227,"3,793",,
26,037,96,000,MI,Clinton County Tot Mig-US & For,"2,077","3,830","85,106",,
26,037,97,000,MI,Clinton County Tot Mig-US,"2,044","3,777","84,572",,
26,037,97,001,MI,Clinton County Tot Mig-Same St,"1,699","3,131","68,105",,
26,037,97,003,MI,Clinton County Tot Mig-Diff St,345,646,"16,467",,
26,037,98,000,MI,Clinton County Tot Mig-Foreign,33,53,534,,
26,037,26,037,MI,Clinton County Non-Migrants,"25,605","60,032","1,568,513",,
26,037,26,065,MI,Ingham County,722,"1,381","30,424",,
26,037,26,045,MI,Eaton County,237,436,"9,660",,
26,037,26,155,MI,Shiawassee County,131,244,"3,884",,
26,037,26,067,MI,Ionia County,69,119,"2,519",,
26,037,26,057,MI,Gratiot County,64,129,"1,990",,
26,037,26,081,MI,Kent County,39,68,"1,506",,
26,037,26,163,MI,Wayne County,36,49,993,,
26,037,26,125,MI,Oakland County,34,47,"2,035",,
26,037,26,049,MI,Genesee County,33,60,"1,836",,
26,037,26,145,MI,Saginaw County,30,60,"1,420",,
26,037,26,073,MI,Isabella County,25,47,853,,
26,037,26,075,MI,Jackson County,23,39,697,,
26,037,26,117,MI,Montcalm County,23,41,884,,
26,037,26,025,MI,Calhoun County,13,24,436,,
26,037,26,099,MI,Macomb County,13,17,771,,
26,037,26,139,MI,Ottawa County,13,29,654,,
26,037,26,077,MI,Kalamazoo County,11,12,297,,
26,037,17,031,IL,Cook County,10,15,648,,
26,037,26,035,MI,Clare County,10,23,307,,
26,037,26,161,MI,Washtenaw County,10,18,403,,
26,037,58,000,SS,Other Flows - Same State,163,288,"6,537",,
26,037,59,000,DS,Other Flows - Diff State,335,631,"15,819",,
